,Modèle,Taille,Fait par,Gamme,Matière,Couleur,Matière 2,Couleur 2,Prix,Vendu,Année,Collection,Numéro produit
519,Porte-monnaie,,CDU,CC,Lisse,Cappuccino,Grainé,Jaune,95,1,2020,,593.0
520,Porte-monnaie,,CDU,CC,Lisse,Rouge,Lisse,Bordeaux,95,0,2020,,594.0
521,Léonie,,CA,CC,Lisse ,Gris Shark ,Velours,Vert Bottle,480,1,2020,Léon,594.0
522,Léonie,,CA,CC,Lisse ,Noir,Croco,Noir,475,0,2020,Léon,597.0
523,Léonie,,CA,CC,Lisse ,Noir,Croco,Noir,475,0,2020,Léon,596.0
524,Léonie,,CA,CC,Lisse ,Bordeaux,Nubuck,Bordeaux,475,1,2020,Léon,595.0
525,Hélène,,EB,CC,Velours,Acajou,Lisse,Acajou,240,1,2020,,598.0
526,Hélène,,EB,CC,Velours,Brownrose,Lisse,Brownrose,230,1,2020,,600.0
527,Hélène,,EB,CC,Velours,Bleu Cosmo,Lisse,Bleu Cosmo,230,0,2020,,601.0
528,Hélène ,,,CC,Velours Brun Canyon,Lisse,Brun Canyon,,230,0,2020,,599.0
529,Chloé ,,CM,CC,Velours,Brun Chataigne,Lisse,Brun Chataigne,370,1,2017,Entre Filles,95.0
530,Mia,,EB,CC,Lisse,Noir,,,160,1,2020,Commande,1.0
531,Hélène,,EB,CC,Velours,Brun Chataigne,Lisse,Brun Chataigne,230,1,2020,Commande,1.0
532,Eléonore ,,EB,CC,Lisse,Noir,Croco,Vert,195,1,2020,Commande,1.0
533,Eléonore ,,EB,CC,Lisse,Brun Canyon,Croco,Brun Canyon,195,1,2020,Commande,1.0
534,Kayla,,CA,CC,Lisse,Noir,Lezard,Noir,525,1,2020,Commande,1.0
535,Léo,M,CA,CC,Lisse,Brun Canyon,Croco,Brun Canyon,390,1,2020,Commande,1.0
536,Yaelle,,CA,CC,Lisse,Bleu Cosmo,Croco,Bleu Cosmo,490,0,2020,Entre Filles,610.0
537,Yaelle,,CA,CC,Lisse,Noir,Croco,Noir,495,1,2020,Entre Filles,611.0
538,Yaelle,,CA,CC,Lisse,Noir,Croco,Noir,490,1,2020,Entre Filles,612.0
539,Yaelle,,CA,CC,Lisse,Brun Canyon,Croco,Brun Canyon,495,1,2020,Entre Filles,613.0
540,Eléonore,L,EB,CC,Lisse,Noir,Croco,Noir,0,1,2020,Eléonore,614.0
541,Eléonore,L,EB,CC,Lisse,Noir,Croco,Noir,195,1,2020,Eléonore,615.0
542,Eléonore,L,EB,CC,Lisse,Brun Canyon,Croco,Brun Canyon,195,1,2020,Eléonore,616.0
543,Eléonore,L,EB,CC,Lisse,Rouge,Nubuck,Rouge Framboise,195,1,2020,Eléonore,617.0
544,Nina,,CA,CC,Croco,Noir,,,340,1,2020,Commande,5.0
545,Leslie,,CA,CC,Serpent,Vipère,,,370,1,2020,Commande,6.0
546,Eléonore ,L,CA,CC,Lisse,Cosmo,Croco,Bleu Clair,195,1,2020,Commande,7.0
547,Trousse,,CDU,CC,Grainé,Bleu Clair,,,85,1,2020,Accessoires,618.0
548,Eléonore,M,EB,CC,Lisse,Noir,Velours,Noir,170,1,2020,Eléonore,619.0
549,Eléonore,M,EB,CC,Lisse,Noir,Croco,Noir,170,1,2020,Eléonore,620.0
550,Eléonore,M,EB,CC,Croco,Noir,,,170,1,2020,Eléonore,621.0
551,Eléonore,M,EB,CC,Croco,Vert,,,170,1,2020,Eléonore,622.0
552,Eléonore,M,EB,CC,Croco,Vert,Lisse,Noir,170,0,2020,Eléonore,623.0
553,Léo,M,CA,CC,Croco,Noisette,,,390,1,2020,Léon,624.0
554,Léo,M,CA,CC,Croco,Noir Carré ,,,390,1,2020,Léon,625.0
555,Léo,M,CA,CC,Nubuck,Taupe,,,390,1,2020,Léon,626.0
556,Ceinture,,EB,CC,Croco,Noir,,,111,1,2020,Accessoires,1.0
557,Kayla,,CM,CC,Lisse,Noir,Vipère,,535,1,2020,,627.0
558,Kayla,,CM,CC,Lisse,Cappuccino,Serpent,Beige,535,1,2020,,628.0
559,Eléonore ,M,EB,CC,Lisse,Noir,Vipère,,170,1,2020,Eléonore,629.0
560,Eléonore ,M,EB,CC,Lisse,Brun ,Croco,Brun Noisette,170,0,2020,Eléonore,630.0
561,Eléonore ,L,EB,CC,Lisse,Noir,Velours,Bleu Mysterious,195,1,2020,Eléonore,631.0
562,Eléonore ,L,EB,CC,Lisse,Brun Noisette,Croco,Brun Noisette,195,1,2020,Eléonore,632.0
563,Eléonore ,L,EB,CC,Lisse,Brun Canyon,Croco,Brun Caramel,195,1,2020,Eléonore,633.0
564,Yaelle,,CA,CC,Lisse ,Bordeaux ,Grainé,Bordeaux ,495,0,2020,Entre Filles,634.0
565,Yaelle,,CA,CC,Lisse ,Noir,Croco,Noir,495,0,2020,Entre Filles,635.0
566,Yaelle,,CA,CC,Lisse ,Brun Canyon,Croco,Brun Caramel ,495,0,2020,Entre Filles,636.0
567,Nina,,CA,CC,Lezard,Noir,,,210,1,2020,Mia&Nina,637.0
568,Nina,,CA,CC,Lisse,Noir,Vipère ,,310,0,2020,Mia&Nina,638.0
569,Trousse,,CDU,CC,Grainé,Bleu Clair,,,85,1,2020,Accessoires,605.0
570,Trousse,,CDU,CC,Lisse,Bordeaux,,,85,1,2020,Accessoires,608.0
571,Porte-monnaie,,CDU,CC,,,,,95,1,2020,Accessoires,625.0
572,Porte-monnaie,,CDU,CC,,,,,95,1,2020,Accessoires,626.0
573,Ceinture,,CDU,CC,Lisse,Brun Canyon,,,115,1,2020,Commande,1.0
574,Eléonore,M,CDU,CC,Lisse,Bleu Nuit,Croco,Cosmo,187,1,2020,Commande,1.0
575,Eléonore,M,CDU,CC,Grainé,Vert Mousse,,,187,1,2020,Commande,1.0
576,Eléonore,M,CDU,CC,Grainé,Vert Mousse,,,187,1,2020,Commande,1.0
577,Leslie,,CA,CC,Lisse,Bordeaux,Grainé,Bordeaux,370,1,2020,Commande,1.0
578,Ceinture,,CDU,CC,Lisse,Noir,,Bordeaux,100,1,2020,Commande,1.0
579,Ceinture,,CDU,CC,Croco,Noir,,,130,1,2020,Commande,1.0
580,Ceinture,,CDU,CC,Lisse,Noir,Velours,Noir,130,1,2020,Accessoires,1.0
581,Ceinture,,CDU,CC,Lisse,Brun Canyon,Boucle Recouverte,Croco Caramel,180,1,2020,Accessoires,1.0
582,Ceinture,,CDU,CC,Lisse,,,,100,1,2020,Commande,1.0
583,Ceinture,,CDU,CC,,,,,150,1,2020,Commande,1.0
584,Léo,S,CA,CC,Lisse,Bleu ,Croco,Cosmo,400,1,2020,Commande,1.0
585,Léonie,,CA,CC,Lisse,Rouge,Nubuck,Rouge Framboise,480,0,2020,Léon,627.0
586,Léonie,,CA,CC,Lisse,Brun Canyon,Grainé,Brun Caramel,480,0,2020,Léon,628.0
587,Léo,M,CA,CC,Lisse,Vert Truffle,Lisse ,Mouton,390,1,2021,Léon,629.0
588,Léo,M,CA,CC,Lisse,Earth,Velours,Mouton,500,1,2021,Léon,630.0
589,Léo,M,CA,CC,Lisse,Bleu Klin,,,390,0,2021,Léon,631.0
590,Léo,M,CA,CC,Croco,Noir,,,390,1,2021,Léon,632.0
591,Léo,S,CA,CC,Croco,Noir,,,370,0,2021,Léon,633.0
592,Léo,S,CA,CC,Grainé,Vermicelle Glacé,,,370,1,2021,Léon,634.0
593,Eléonore,M,CDU,CC,Lisse,Brun Canyon,Croco,Brun Noisette,170,1,2021,Eléonore,635.0
594,Eléonore,M,CDU,CC,Lisse,Violet,Croco,Violet,170,0,2021,Eléonore,636.0
595,Eléonore,M,CDU,CC,Lisse,Vert Leaf,Grainé,Vert Papyrus,170,1,2021,Eléonore,638.0
596,Eléonore,M,CDU,CC,Lisse,,Grainé,,170,0,2021,Eléonore,638.0
597,Eléonore,M,CDU,CC,Lisse,Bleu Ciel,Croco,Bleu Jeans,170,1,2021,Eléonore,639.0
598,Eléonore,M,CDU,CC,Lisse,Rouge Suisse,Croco,Rouge Blossom,170,0,2021,Eléonore,640.0
599,Eléonore,M,CDU,CC,Lisse,Vert Truffle,Croco,Vert Mousse,170,0,2021,Eléonore,641.0
600,Ceinture,,CCDU,CC,Serpent,Brun,,,100,1,2021,Commande,1.0
601,Ceinture,,CDU,CC,Croco,Noir,,,130,1,2021,Commande,2.0
602,Ceinture,,CDU,CC,Croco,Noir,,,100,1,2021,Accessoires,1.0
603,Eléonore,M,CDU,CC,Lisse,Cappuccino ,Serpent,Beige,170,1,2021,Commande,4.0
604,Ceinture,,CDU,CC,Lisse,Brun Canyon ,Croco,Brun Canyon,180,1,2021,Accessoires,642.0
605,Hélène,,CA,CC,Velours,Vert Truffle ,Lisse ,Vert Truffle ,264,1,2021,Commande ,1.0
606,Eléonore ,M,CDU,CC,Vernis,Vert,,,170,1,2021,Eléonore ,639.0
607,Ceinture,,CDU,CC,Croco,Noir,,,130,1,2021,Accessoires,643.0
608,Leslie,,CA,CC,Lisse,Noir,Vipère,,370,1,2021,Entre Filles,644.0
609,Ceinture,,CDU,CC,Croco ,Vert Mousse ,,,130,1,2021,Commande ,1.0
610,Eléonore ,M,CDU,CC,Serpent ,Brun ,,,185,1,2021,Commande ,1.0
611,Eléonore,M,CDU,CC,Vernis ,Beige,,,170,1,2021,Commande ,1.0
612,Eléonore,M,CDU,CC,Vipère,,,,170,1,2021,Commande ,1.0
613,Eléonore ,M,CDU,CC,Lézard ,Jaune,,,120,0,2021,Eléonore ,645.0
614,Eléonore ,M,CDU,CC,Croco,Lila ,,,170,1,2021,Eléonore ,646.0
615,Eléonore ,M,CDU,CC,Lisse ,Noir,Vipère,,170,1,2021,Eléonore ,647.0
616,Hélène,,CA,CC,Lisse,Brownrose,Velours,Brownrose,240,1,2021,,648.0
617,Hélène,,CA,CC,Lisse,Noir,Velours,Noir,240,0,2021,,649.0
618,Eléonore,L,CDU,CC,Croco,Noisette,Lisse,Noisette,195,1,2021,Eléonore,650.0
619,Eléonore,L,CDU,CC,Serpent,Beige,Lisse,Cappuccino,195,1,2021,Eléonore,651.0
620,Eléonore,L,CDU,CC,Croco,Mysterious,Lisse,Bleu Cosmo,195,1,2021,Eléonore,652.0
621,Eléonore,L,CDU,CC,Vipère,,Lisse,Noir,195,0,2021,Eléonore,653.0
622,Eléonore,L,CDU,CC,Croco,Hellblau ,Lisse,Octane,195,0,2021,Eléonore,654.0
623,Eléonore,L,CDU,CC,Croco,Noir,Lisse,Noir,195,1,2021,Eléonore,655.0
624,Eléonore,L,CDU,CC,Croco,Noir,Lisse,Noir,195,0,2021,Eléonore,656.0
625,Luna ,,CM,CC,Lisse,Bleu Clair ,Croco,Jean,460,0,2021,Lune,657.0
626,Luna,,CM,CC,Lisse,Cappuccino,Serpent,Beige,460,0,2021,Lune,658.0
627,Luna ,,CM,CC,Lisse,Jaune Citron ,Lézard ,Jaune Citron ,460,1,2021,Lune,659.0
628,Luna ,,CM,CC,Lisse,Grainé Vermicelle ,Serpent,Brun,460,0,2021,Lune,660.0
629,Luna ,,CM,CC,Lisse,Rouge Suisse,Croco,Rouge,460,0,2021,Lune,661.0
630,Luna ,,CM,CC,Lisse,Rouge Phonebox ,Vernis,Rouge Framboise ,460,0,2021,Lune,662.0
631,Dana ,,CA,CC,Vernis,Beige Muscade ,Serpent,Beige ,485,0,2021,Lune,663.0
632,Dana,,CA,CC,Lisse,Brun Foncé,Serpent,Brun ,485,0,2021,Lune,664.0
633,Dana,,CA,CC,Lisse,Bleu Nuit ,Croco ,Bleu Cosmo,485,1,2021,Lune,665.0
634,Dana,,CA,CC,Lisse,Noir,Vipère,,485,1,2021,Lune,666.0
635,Dana,,CA,CC,Lisse,Bleu Clair ,Croco,Bleu Clair,485,1,2021,Lune,667.0
636,Léo,S,CA,CC,Velours ,Lion ,Lisse,Cappuccino,390,1,2020,Léon,668.0
637,Léo,S,CA,CC,Lisse,Gris Shist ,Lisse,Gris Shark ,370,0,2021,Léon,669.0
638,Léo,M,CA,CC,Lisse,Noir,Croco ,Noir,390,0,2021,Léon,670.0
639,Léo,M,CA,CC,Lisse,Noir,Nubuck,Taupe,390,1,2021,Léon,671.0
640,Sirona ,,CA,CC,Lisse ,Noir,Vipère,,525,0,2021,Lune,672.0
641,Sirona ,,CA,CC,Lisse ,Earth ,Croco,Taupe,525,0,2021,Lune,673.0
642,Sirona ,,CA,CC,Lisse ,Earth ,Serpent,Brun,525,1,2021,Lune,674.0
643,Sirona ,,CA,CC,Lisse ,Cappuccino,Croco,Beige,525,0,2021,Lune,675.0
644,Sirona ,,CA,CC,Lisse ,Brun Canyon,Croco,Noisette,525,0,2021,Lune,676.0
645,Séléné,,CA,CC,Lisse ,Noir,Velours,Noir,495,0,2021,Lune,677.0
646,Séléné,,CA,CC,Lisse ,Noir,Grainé Noir ,Noir,495,1,2021,Lune,678.0
647,Séléné,,CA,CC,Nubuck ,Bleu ,Croco,Bleu Mysterious ,495,1,2021,Lune,679.0
648,Séléné,,CA,CC,Nubuck ,Bordeaux ,Croco,Bordeaux ,495,1,2021,Lune,680.0
649,Sirona ,,CM,CC,Grainé,Noir,Lisse,Noir,535,0,2021,Lune ,681.0
650,Mia,,CDU,CC,Lisse,Gris Schist ,Sangle Raillée,,170,0,2021,Mia&Nina,682.0
651,Mia,,CDU,CC,Grainé,Noir,Sangle Raillée,,170,0,2021,Mia&Nina,683.0
652,Mia,,CDU,CC,Lisse,Earth,Lisse,Mouton,170,1,2021,Mia&Nina,684.0
653,Mia,,CDU,CC,Croco,Noir,,,170,1,2021,Mia&Nina,685.0
654,Mia,,CDU,CC,Lisse,Gris Clair,Sangle Raillée ,,170,0,2021,Mia&Nina,686.0
655,Eléonore ,M,CM,CC,Croco,Lilas,,,170,0,2021,Eléonore ,687.0
656,Eléonore ,M,CM,CC,Croco,Lilas,,,170,1,2021,Eléonore ,688.0
657,Eléonore ,M,CM,CC,Lisse,Noir,Vipère ,,170,0,2021,Eléonore ,689.0
658,Eléonore ,M,CM,CC,Lisse,Cappuccino ,Serpent,Beige,170,0,2021,Eléonore ,690.0
659,Eléonore,L,CDU,CC,Lisse ,Cappuccino ,Serpent ,Beige,195,0,2021,Eléonore,691.0
660,Eléonore,L,CDU,CC,Lisse ,Bleu Octane ,Croco ,Octane ,195,0,2021,Eléonore,692.0
661,Eléonore,L,CDU,CC,Lisse ,Jaune Citron ,Croco ,Jaune ,195,1,2021,Eléonore,693.0
662,Ceinture,,CDU,CC,Serpent,Brun,,,100,1,2021,Accessoires,1.0
663,Ceinture,,CDU,CC,Croco,,,,115,1,2021,Accessoires,1.0
664,Léo ,M,CA,CC,Lisse,Bleu Cosmo,Velours,Bleu Cosmo,470,1,2021,Commande,1.0
665,Yaelle,,CM,CC,Croco,Noir,Lisse,Noir,700,1,2021,Commande,1.0
666,Eléonore,L,CDU,CC,Lisse,Bleu Octane,Croco,Octane,185,1,2021,Eléonore,1.0
667,Eléonore,L,CDU,CC,Lisse,Bleu Octane,Croco,Octane,214,1,2021,Commande,1.0
668,Eléonore,M,CDU,CC,Croco,Violet,,,187,1,2021,Commande,1.0
669,Mia,,CDU,CC,Lisse,Bordeaux,,,170,1,2021,Commande,1.0
670,Eléonore,L,CDU,CC,Lisse,Noir,Croco,Bleu Clair,245,1,2021,Commande,1.0
671,Ceinture,,CDU,CC,Croco,Brun Noisette,,,150,1,2021,Commande,1.0
672,Séléné,,CA,CC,Lisse,Cappuccino,Velours,Cuoio ,495,0,2021,Lune,694.0
673,Séléné,,CA,CC,Lisse,Mouton,Nubuck,Taupe,495,0,2021,Lune,695.0
674,Séléné,,CA,CC,Lisse,Bleu Ciel ,Velours,Bleu Cosmo ,495,1,2021,Lune,696.0
675,Séléné,,CA,CC,Lisse,Bleu Octane,Velours,Bleu Octane,495,0,2021,Lune,697.0
676,Séléné,,CA,CC,Lisse,Bleu Cosmo,Nubuck ,Bleu ,495,1,2021,Lune,698.0
677,Séléné,,CA,CC,Lisse,Noir,Nubuck ,Noir ,495,0,2021,Lune,699.0
678,Hélène,,CDU,CC,Velours,Cuoio,Lisse,Cappuccino,240,1,2021,,670.0
679,Hélène,,CDU,CC,Velours,Masai,Lisse,Rouge,240,1,2021,,671.0
680,Hélène,,CDU,CC,Velours,Vert Bottle,Lisse,Vert Bottle,240,1,2021,,672.0
681,Hélène,,CDU,CC,Velours,Taupe,Lisse,Taupe,240,0,2021,,673.0
682,Hélène,,CDU,CC,Velours,Cuoio,Lisse,Lion,240,0,2021,,674.0
683,Dana ,,CA,,Grainé,Noir,Vipère,,485,0,2021,Lune ,675.0
684,Dana ,,CA,,Lisse,Jaune,Lezard,Jaune,485,0,2021,Lune ,676.0
685,Dana ,,CA,,Lisse,Rouge Suisse,Croco,Rouge,485,0,2021,Lune ,677.0
686,Dana ,,CA,CC,Lisse,Bleu Clair,Croco,Bleu Clair,485,1,2021,Lune ,678.0
687,Luna ,,CM,CC,Lisse ,Jaune Citron ,Lézard ,Jaune Citron ,460,1,2021,Lune,679.0
688,Luna ,,CM,CC,Lisse ,Vert Papyrus ,Grainé,Vert,460,0,2021,Lune,680.0
689,Luna ,,CM,CC,Lisse ,Noir,Vipère,,460,0,2021,Lune,681.0
690,Luna ,,CM,CC,Lisse ,Bleu Aquatique,Croco,Octane,460,0,2021,Lune,682.0
691,Eléonore ,M,CDU,CC,Lisse ,Rouge Cremisi,Croco,Bordeaux,170,0,2021,Eléonore ,683.0
692,Eléonore ,M,CDU,CC,Lisse ,Rouge Suisse,Croco,Rouge ,170,1,2021,Eléonore ,684.0
693,Eléonore ,M,CDU,CC,Lisse ,Jaune Poussin,Lézard ,Jaune Poussin,170,0,2021,Eléonore ,685.0
694,Eléonore ,M,CDU,CC,Croco,Jaune Moutarde ,Lézard ,,170,0,2021,Eléonore ,686.0
695,Eléonore ,M,CDU,CC,Lisse,Bleu Aquatique,Croco,Octane,170,1,2021,Eléonore ,687.0
696,Kayla,,CM,CC,Lisse,Earth,Croco,Taupe,588,1,2021,Commande,1.0
697,Séléné,,CA,CC,Lisse,Mouton,Vipère,,445,1,2021,Commande,1.0
698,Eléonore,L,CDU,CC,Lisse,Canyon,Croco,Noisette,214,1,2021,Commande,1.0
699,Kayla,,CM,CC,Lisse ,Bleu Clair Artic,Croco,Jean,535,0,2021,,537.0
700,Kayla,,CM,CC,Lisse ,Rouge Suisse,Croco,Rouge,535,0,2021,,538.0
701,Séléné,,CA,CC,Lisse,Bleu Nuit ,Croco,Bleu Cosmo,495,1,2021,Lune,688.0
702,Séléné,,CA,CC,Grainé,Noir,Vipère,,495,0,2021,Lune,689.0
703,Séléné,,CA,CC,Grainé,Bordeaux,Croco,Bordeaux,495,1,2021,Lune,690.0
704,Eléonore,L,CDU,CC,Lisse,Bleu Cosmo,Croco,Bleu Mysterious ,195,1,2021,Eléonore,691.0
705,Eléonore,L,CDU,CC,Lisse,Rouge Cremisi ,Croco,Bordeaux,195,0,2021,Eléonore,692.0
706,Eléonore,L,CDU,CC,Lisse,Bleu Clair Artic,Croco,Bleu Jean ,195,0,2021,Eléonore,693.0
707,Eléonore,L,CDU,CC,Lisse,Rouge Suisse ,Croco,Rouge,195,0,2021,Eléonore,694.0
708,Eléonore,L,CDU,CC,Lisse,Brun Canyon ,Croco,Noisette,195,0,2021,Eléonore,695.0
709,Eléonore ,M,CDU,CC,Lisse ,Vert Leaf ,Grainé ,Vert Papyrus ,170,1,2021,Eléonore ,696.0
710,Eléonore ,M,CDU,CC,Serpent ,Brun ,,,170,0,2021,Eléonore ,697.0
711,Ceinture,,CDU,CC,Croco,Bleu Cosmo ,,,110,1,2021,Commande,1.0
712,Pochette masque ,,,CC,,,,,50,1,2021,,1.0
713,Natacha,,CA,CC,,,,,440,1,2021,Commande,1.0
714,Eléonore ,M,CDU,CC,Croco,Noir,,,170,1,2021,Commande,1.0
715,Hélène ,,CDU,CC,Velours,Bleu Mysterious ,Lisse,Bleu Mysterious,290,1,2021,Commande,1.0
716,Hélène ,,CDU,CC,Velours,Octane,Lisse,Bleu Octane ,240,0,2021,,698.0
717,Hélène ,,CDU,CC,Velours,Gris Clair ,Lisse,Gris Clair ,240,0,2021,,699.0
718,Mia,,CDU,CC,Lisse,Jaune Maize,,,170,1,2021,Mia&Nina,670.0
719,Mia,,CDU,CC,Vipère ,,,,170,1,2021,Mia&Nina,671.0
720,Mia,,CDU,CC,Croco,Lilas,,,170,1,2021,Mia&Nina,672.0
721,Mia,,CDU,CC,Serpent,Beige,,,170,0,2021,Mia&Nina,673.0
722,Mia,,CDU,CC,Lisse,Bordeaux,,,170,0,2021,Mia&Nina,674.0
723,Léo,S,CM,CC,Lisse,Noir,Vipère,,370,0,2021,Léon,673.0
724,Dana,,CA,CC,Lisse,Noir,Croco,Noir,485,0,2021,Lune,674.0
725,Dana,,CA,CC,Grainé,Noir,Vipère ,Noir,485,1,2021,Lune,675.0
726,Dana,,CA,CC,Lisse,Bleu Nuit ,Croco,Bleu Cosmos ,485,1,2021,Lune,676.0
727,Chloé,,CA,CC,Lisse,Bordeaux ,Croco,Bordeaux ,390,0,2021,Entre Filles ,677.0
728,Chloé,,CA,CC,Lisse,Bleu Nuit ,Croco,Bleu Cosmo ,390,0,2021,Entre Filles ,678.0
729,Chloé,,CA,CC,Lisse,Mouton,Vipère ,,390,0,2021,Entre Filles ,679.0
730,Chloé ,,CA,,Lisse,Noir,Croco,Noir,390,0,2021,Entre Filles ,680.0
731,Sirona,,CA,CC,Lisse,Earth,Serpent,Brun,525,0,2021,Lune,681.0
732,Sirona,,CA,CC,Lisse,Noir,Croco,Noir,525,0,2021,Lune,682.0
733,Sirona,,CA,CC,Lisse,Mouton,Vipère ,,525,0,2021,Lune,683.0
734,Sirona,,CA,CC,Lisse,Bleu Nuit,Croco ,Bleu Cosmo ,525,0,2021,Lune,684.0
735,Natacha,,CA,CC,Lisse ,Bleu Artic ,Croco,Bleu Jean ,410,0,2021,Entre Filles ,685.0
736,Natacha,,CA,CC,Lisse ,Vert Pixie ,Serpent,Vert Sapin,410,0,2021,Entre Filles ,686.0
737,Natacha,,CA,CC,Lisse ,Mouton,Serpent,Jaune,410,0,2021,Entre Filles ,687.0
738,Natacha,,CA,CC,Lisse ,Earth,Croco,Taupe,410,0,2021,Entre Filles ,688.0
739,Natacha,,CA,CC,Lisse ,Bordeaux ,Croco,Bordeaux,410,0,2021,Entre Filles ,689.0
740,Eléonore ,L,CDU,CC,Lisse,Noir,Croco,Noir,195,0,2021,Eléonore,690.0
741,Eléonore ,L,CDU,CC,Lisse,Bleu Cosmo,Croco,Bleu Mysterious ,195,0,2021,Eléonore,691.0
742,Eléonore ,L,CDU,CC,Lisse,Vert Pixie,Serpent,Vert Sapin,195,0,2021,Eléonore,692.0
743,Eléonore ,L,CDU,CC,Lisse,Earth ,Serpent,Taupe,195,0,2021,Eléonore,693.0
744,Eléonore ,L,CDU,CC,Lisse,Beige Cowboy,Serpent,Jaune,195,0,2021,Eléonore,694.0
745,Eléonore ,L,CDU,CC,Lisse,Shark ,Velours ,Vert Bottle,195,0,2021,Eléonore,695.0
746,Leslie,,CA,CC,Lisse ,Vert Pixie ,Serpent ,Vert,370,0,2021,Entre Filles ,696.0
747,Leslie,,CA,CC,Lisse ,Earth,Serpent,Taupe ,370,0,2021,Entre Filles ,697.0
748,Leslie,,CA,CC,Lisse ,Bleu Nuit ,Croco,Bleu Cosmos ,370,0,2021,Entre Filles ,698.0
749,Mia,,CDU,CC,Croco,Noir,,,170,0,2021,Mia&Nina,699.0
750,Mia,,CDU,CC,Croco,Noir,,,170,0,2021,Mia&Nina,670.0
751,Ceinture,,CDU,CC,Lisse ,Noir,Velours,Noir,150,1,2021,Accessoires ,1.0
752,Eléonore ,L,CDU,CC,Lisse,Bleu Nuit,Croco ,Bleu Jean ,240,1,2021,Commande,1.0
753,Ceinture,,,CC,,,,,130,1,2021,Accessoires ,1.0
754,Séléné ,,,CC,,,,,520,1,2021,Commande,1.0
755,Dana,,CM,CC,Grainé ,Noir,Vipère ,,535,1,2021,Commande,1.0
756,Séléné ,,CA,CC,Lisse,Bleu Nuit ,Nubuck ,Smoke ,495,0,2021,Lune,671.0
757,Séléné ,,CA,CC,Lisse,Mouton,Nubuck ,Grège,495,0,2021,Lune,672.0
758,Séléné ,,CA,CC,Lisse,Redskin,Velours,Noisette,495,0,2021,Lune,673.0
759,Séléné ,,CA,CC,Lisse,Vert Pixie,Velours,Vert Bottle,495,0,2021,Lune,674.0
760,Séléné ,,CA,CC,Lisse,Noir,Velours,Noir,495,0,2021,Lune,675.0
761,Séléné ,,CA,CC,Lisse,Redskin,Velours,Noisette,495,0,2021,Lune,676.0
